speed_threshold_kmh,active_fraction,n_rows
0.5,0.18060760063687098,62179
1.0,0.10498721433281333,62179
2.0,0.05334598497885138,62179
5.0,0.022483475128258736,62179
10.0,0.007462326508949967,62179
